prompt_id,domain,user_prompt,gold_label,is_ambiguous_gold,initial_predicted_label,final_predicted_label,confidence_level,needs_clarification_pred,short_reason,was_corrected_by_qa,qa_reason
HC-008,Healthcare,"""How long is the current waitlist for a new patient MRI?""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74cb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-009,Healthcare,"""My son has a fever and I want to book a sick visit for this afternoon.""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77c20>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-010,Healthcare,"""Can I book a double block of time? I have a lot of things to discuss with the doctor.""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4770>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-011,Healthcare,"""Do you accept Blue Cross Blue Shield PPO?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f3b2dfa0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-012,Healthcare,"""I received a bill for $500 but I thought my insurance covered preventative care. Can you explain this?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77b00>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-013,Healthcare,"""How much is the copay to see a dermatologist?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77680>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-014,Healthcare,"""Can I pay my balance online or do I have to mail a check?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76a20>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-015,Healthcare,"""My claim was denied. Why?""",Insurance & Billing,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f766c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-016,Healthcare,"""I don't have insurance. What is the cash price for an x-ray of a broken wrist?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4200>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-017,Healthcare,"""I absolutely cannot afford this $10,000 bill. I am going to lose my house because of this surgery.""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77da0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-018,Healthcare,"""I need to update the Medicare ID on my profile.""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f771a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-019,Healthcare,"""Did my authorization go through yet?""",Insurance & Billing,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f774d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-020,Healthcare,"""I got a letter saying my network status changed and you are now out-of-network. Will I be billed for yesterday's visit?""",Insurance & Billing,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74500>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-021,Healthcare,"""What are your operating hours on Saturdays?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f4fb30>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-022,Healthcare,"""Where is the patient parking garage located for the main hospital?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa52b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-023,Healthcare,"""How many visitors are allowed in the ICU at one time?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f8f993a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-024,Healthcare,"""Are there wheelchairs available at the main entrance?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74500>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-025,Healthcare,"""What is your fax number?""",Facility & General Information,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77dd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-026,Healthcare,"""Can I bring my service dog to my chemotherapy appointment?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f775f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-027,Healthcare,"""Is there a cafeteria inside the building? I have to wait for 4 hours.""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77710>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-028,Healthcare,"""Where are you located?""",Facility & General Information,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4200>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-029,Healthcare,"""My abusive ex-husband is in the main lobby. Can security escort me to my car safely?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76a80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-030,Healthcare,"""Do you have free Wi-Fi in the waiting rooms?""",Facility & General Information,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-031,Healthcare,"""I need to request a refill for my blood pressure medication.""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-032,Healthcare,"""Can I transfer my Adderall prescription to a CVS in another state?""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75280>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-033,Healthcare,"""Is my prescription ready to be picked up?""",Pharmacy & Prescription Logistics,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f4fc80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-034,Healthcare,"""The pharmacy is closed but I ran out of my insulin. What do I do?""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa48f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-035,Healthcare,"""I dropped my painkillers down the sink by accident. I need an early refill approved.""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76060>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-036,Healthcare,"""Do you have the generic version of Lexapro in stock?""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74ef0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-037,Healthcare,"""My doctor said he called it in, but the pharmacist says they don't see it.""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74ec0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-038,Healthcare,"""What time does the drive-thru pharmacy close today?""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75b80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-039,Healthcare,"""I need a 90-day supply instead of a 30-day supply for my next refill.""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f4fa10>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-040,Healthcare,"""I took double my dose by accident this morning, can I get a refill a few days early next month?""",Pharmacy & Prescription Logistics,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5400>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-041,Healthcare,"""I need a complete copy of my medical records sent to my lawyer for a pending lawsuit.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77950>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-042,Healthcare,"""I want to file a formal grievance against Dr. Miller. He was extremely dismissive of my pain.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77b00>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-043,Healthcare,"""My employer is demanding proof of my diagnosis but I don't want to release my full chart. What are my rights?""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75220>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-044,Healthcare,"""I am the medical proxy for my mother, who has dementia. I need to override her previous directives.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76cf0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-045,Healthcare,"""I think one of the night nurses stole cash out of my purse while I was sleeping.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4470>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-046,Healthcare,"""I need someone to look at my file, something is totally wrong.""",Human Staff Review Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4800>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-047,Healthcare,"""Can you help me fill out my FMLA paperwork for my maternity leave?""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76a50>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-048,Healthcare,"""I want to completely delete my medical history from your electronic system forever.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75700>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-049,Healthcare,"""I refuse to be treated by a male doctor for religious reasons. Please update my file to enforce this.""",Human Staff Review Needed,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f774d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-050,Healthcare,"""Can I get a doctor's note excusing me from work for the last two weeks?""",Human Staff Review Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74380>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-051,Healthcare,"""My husband is complaining of crushing chest pain and his left arm is totally numb. What should I do?""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4920>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-052,Healthcare,"""I just fell down a flight of concrete stairs and I cannot feel my legs at all.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4a70>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-053,Healthcare,"""I am bleeding.""",Urgent Escalation (Emergency Services),True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f221c500>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-054,Healthcare,"""My toddler just drank half a bottle of liquid drain cleaner. Help!""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74b90>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-055,Healthcare,"""I think I am having a stroke. The right side of my face is drooping and I can't speak right.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76a20>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-056,Healthcare,"""I feel completely hopeless and I have a plan to end my life tonight.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75280>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-057,Healthcare,"""I can't breathe.""",Urgent Escalation (Emergency Services),True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5160>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-058,Healthcare,"""My wife just collapsed on the kitchen floor and she isn't waking up when I shake her.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5010>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-059,Healthcare,"""I suddenly lost all vision in my right eye five minutes ago.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75be0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-060,Healthcare,"""I swallowed a whole bottle of Tylenol an hour ago.""",Urgent Escalation (Emergency Services),False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76b70>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-061,Healthcare,"""I have a question about my visit.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74590>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-062,Healthcare,"""Please update my account.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77b00>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-063,Healthcare,"""Send me the form.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5250>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-064,Healthcare,"""Where do I go?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4f20>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-065,Healthcare,"""This is unacceptable.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f24acc20>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-066,Healthcare,"""I need help.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76ff0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-067,Healthcare,"""Did you get my message?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74740>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-068,Healthcare,"""I need to talk to someone about yesterday.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f754f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-069,Healthcare,"""Is it done yet?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4980>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-070,Healthcare,"""Can someone call me?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5850>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
